Name,Gender,Age,Salary,LocationId,Churned,AccountId,Tenure,Balance,NumProducts,HasCreditCard,IsActive,Geography_France,Geography_Germany,Geography_Spain,Geography_UK,Geography_USA
Loggia,1,66,163331.65,1,0,A15757981SID,8,119827.49379288737,1,1,1,0,1,0,0,0
Hartley,0,34,50777.77,6,0,A15727819SID,10,171671.9,1,1,1,0,0,0,0,1
Parkin,1,63,30772.86,6,1,A15738088SID,10,119827.49379288737,2,1,0,0,0,0,0,1
Lin,0,60,113796.15,5,1,A15765173SID,3,119827.49379288737,1,0,0,0,0,0,0,0
Brooks,1,61,188729.08,2,1,A15665159SID,0,128213.96,2,1,1,1,0,0,0,0
Tien,1,51,86701.4,5,0,A15618203SID,8,116197.65,2,1,1,0,0,0,0,0
Dann,1,39,153129.22,1,0,A15791452SID,1,119827.49379288737,2,1,0,0,1,0,0,0
Trentino,0,36,19825.09,1,0,A15638159SID,6,86607.39,1,0,0,0,1,0,0,0
Russo,1,29,12186.83,2,0,A15585466SID,10,119827.49379288737,2,1,0,1,0,0,0,0
Christie,1,62,86920.97,6,1,A15677310SID,5,98854.34,1,0,0,0,0,0,0,1
Ross,1,31,35408.77,4,0,A15646262SID,7,119827.49379288737,1,1,0,0,0,0,1,0
Nnonso,1,59,165576.55,6,0,A15656901SID,8,119827.49379288737,2,1,1,0,0,0,0,1
Teng,1,31,48226.76,3,0,A15621093SID,4,97338.19,2,0,0,0,0,1,0,0
Buccho,1,30,199454.37,5,0,A15592123SID,6,119827.49379288737,2,1,1,0,0,0,0,0
Madukaife,1,34,118749.58,5,0,A15589200SID,9,119827.49379288737,2,1,0,0,0,0,0,0
Dunn,0,33,151623.91,2,0,A15602934SID,6,131698.57,2,1,0,1,0,0,0,0
Hooker,1,37,172097.95,6,0,A15812720SID,10,130110.45,2,0,1,0,0,0,0,1
Griffin,1,44,87677.15,2,0,A15695383SID,9,119827.49379288737,2,1,0,1,0,0,0,0
Kistler,1,24,21858.28,1,0,A15723064SID,1,165149.13,2,1,0,0,1,0,0,0
Law,0,37,123866.28,1,0,A15761606SID,9,101707.8,1,1,0,0,1,0,0,0
Grigoryeva,0,34,74694.41,6,0,A15650322SID,3,105588.66,1,0,1,0,0,0,0,1
Chu,1,39,16770.31,2,1,A15669782SID,9,111336.89,1,1,0,1,0,0,0,0
Onyemachukwu,1,60,49424.6,4,0,A15751628SID,7,78391.17,1,0,1,0,0,0,1,0
Lu,0,27,172031.22,1,0,A15809057SID,6,119827.49379288737,2,1,1,0,1,0,0,0
Watson,1,34,183021.06,4,1,A15617052SID,9,119827.49379288737,1,1,0,0,0,0,1,0
Fallaci,0,41,73979.85,1,1,A15590810SID,9,144326.09,1,1,0,0,1,0,0,0
Ni,1,27,26265.18,5,0,A15801293SID,1,101278.25,2,1,1,0,0,0,0,0
Leason,0,19,24857.25,3,0,A15770968SID,8,108711.57,2,1,0,0,0,1,0,0
Tsai,1,73,167969.15,5,0,A15572356SID,1,108555.07,1,0,1,0,0,0,0,0
Bruner,0,35,189307.7,4,0,A15603247SID,1,146781.24,1,1,0,0,0,0,1,0
Wallace,0,36,99770.3,6,0,A15619116SID,2,119827.49379288737,2,0,1,0,0,0,0,1
Young,1,35,119712.78,6,0,A15691792SID,8,119827.49379288737,1,0,0,0,0,0,0,1
Forbes,0,25,168607.74,2,0,A15783276SID,9,119827.49379288737,2,1,1,1,0,0,0,0
Muir,1,34,83087.13,6,0,A15766137SID,2,119827.49379288737,2,1,1,0,0,0,0,1
Pugh,1,66,130664.79,2,0,A15574554SID,8,103291.25,2,1,1,1,0,0,0,0
Webb,0,29,133267.69,5,1,A15578671SID,1,209490.21,1,1,1,0,0,0,0,0
Walker,1,38,67029.82,5,1,A15716608SID,2,119827.49379288737,3,1,0,0,0,0,0,0
Cox,1,33,141031.08,4,0,A15690670SID,2,119827.49379288737,2,0,1,0,0,0,1,0
Maclean,1,45,125110.02,3,0,A15630466SID,8,119827.49379288737,1,0,0,0,0,1,0,0
Hollis,1,23,117832.39,5,0,A15630349SID,5,119827.49379288737,2,1,0,0,0,0,0,0
Jamieson,1,34,198817.72,2,0,A15803801SID,4,119827.49379288737,2,1,0,1,0,0,0,0
Su,1,37,146411.6,3,0,A15647890SID,9,149405.18,1,1,1,0,0,1,0,0
P'eng,0,52,131312.56,1,1,A15606115SID,6,191665.21,1,1,1,0,1,0,0,0
Hawkins,0,40,141652.2,1,0,A15714642SID,7,119827.49379288737,1,1,0,0,1,0,0,0
Ndubuagha,1,41,64477.25,6,0,A15741181SID,6,135071.12,1,1,1,0,0,0,0,1
Hill,1,41,191215.61,3,0,A15773973SID,2,119827.49379288737,2,0,1,0,0,1,0,0
Norton,1,39,37090.44,5,0,A15758546SID,8,119827.49379288737,2,1,1,0,0,0,0,0
Achebe,1,38,57517.71,4,0,A15598940SID,6,181804.34,2,1,1,0,0,0,1,0
Simpson,0,60,63241.21,4,1,A15669783SID,3,47020.65,2,0,1,0,0,0,1,0
Chiang,0,36,44567.83,2,1,A15624993SID,7,128518.98,1,1,1,1,0,0,0,0
Dalrymple,0,38,135337.11,5,0,A15760568SID,5,142658.04,2,0,1,0,0,0,0,0
Chukwuemeka,0,21,33964.03,2,0,A15699047SID,9,120150.39,2,1,1,1,0,0,0,0
Ojiofor,0,35,61623.19,3,0,A15616168SID,7,81905.95,1,1,1,0,0,1,0,0
Rubeo,1,26,168989.77,2,0,A15773146SID,3,137998.2,2,0,1,1,0,0,0,0
Fanucci,0,26,74425.41,6,0,A15770375SID,8,123126.29,1,1,0,0,0,0,0,1
Zubarev,0,51,178929.84,2,0,A15589725SID,4,119827.49379288737,2,1,1,1,0,0,0,0
T'ao,1,43,101382.86,3,1,A15710034SID,1,135645.29,2,0,1,0,0,1,0,0
Pai,1,31,180769.55,5,0,A15800806SID,7,122449.31,2,1,1,0,0,0,0,0
Udegbunam,1,40,92378.54,3,0,A15570485SID,4,161766.87,1,0,0,0,0,1,0,0
Claypool,0,37,38252.25,1,0,A15575391SID,3,119827.49379288737,2,1,1,0,1,0,0,0
Manfrin,1,36,146111.35,3,0,A15790750SID,10,123187.51,1,0,1,0,0,1,0,0
Baker,1,36,72350.17,5,0,A15714832SID,9,150956.71,1,0,0,0,0,0,0,0
Efremov,0,42,48242.38,2,0,A15619953SID,6,105021.28,1,1,0,1,0,0,0,0
Chin,1,64,148305.82,5,0,A15673929SID,4,119827.49379288737,2,1,1,0,0,0,0,0
Brookes,0,50,8270.06,5,0,A15578835SID,1,133204.91,1,0,1,0,0,0,0,0
Doyle,0,35,41549.64,5,0,A15752388SID,6,119827.49379288737,2,1,1,0,0,0,0,0
Ajuluchukwu,0,49,138656.81,6,1,A15797081SID,9,115488.52,2,1,1,0,0,0,0,1
Ikemefuna,1,29,12510.53,2,0,A15570194SID,5,119827.49379288737,2,0,0,1,0,0,0,0
Fowler,1,41,43889.41,1,0,A15580149SID,7,119827.49379288737,2,1,0,0,1,0,0,0
Liao,0,38,192800.25,4,0,A15777708SID,3,119827.49379288737,2,1,0,0,0,0,1,0
Onuora,0,40,75762.0,4,0,A15769955SID,1,119827.49379288737,2,0,0,0,0,0,1,0
Aksenov,0,39,9854.72,4,1,A15810444SID,6,130565.02,1,1,0,0,0,0,1,0
Trevisani,0,41,115724.78,2,0,A15645593SID,2,91328.71,1,1,0,1,0,0,0,0
Wood,1,35,106303.4,2,0,A15765345SID,4,119827.49379288737,2,1,1,1,0,0,0,0
Lombardo,1,50,183868.01,3,0,A15760873SID,7,81310.34,1,1,1,0,0,1,0,0
Walpole,1,34,153895.46,2,0,A15794178SID,3,107136.6,1,1,0,1,0,0,0,0
Chikwendu,1,34,66695.71,5,0,A15589361SID,9,119827.49379288737,1,1,1,0,0,0,0,0
Ko,1,43,173851.11,4,0,A15662483SID,7,119827.49379288737,2,1,1,0,0,0,1,0
Steigrad,1,46,177423.02,5,1,A15809736SID,2,119827.49379288737,1,1,1,0,0,0,0,0
Isayeva,1,33,109096.71,5,1,A15731148SID,0,108477.49,1,1,1,0,0,0,0,0
Boni,1,40,166656.18,6,0,A15774328SID,1,144757.97,2,1,1,0,0,0,0,1
Anayolisa,1,33,176921.0,6,0,A15646969SID,2,119827.49379288737,2,1,1,0,0,0,0,1
Fallaci,1,36,98413.1,4,0,A15718769SID,1,113110.26,1,1,0,0,0,0,1,0
Fenton,0,27,77500.81,3,0,A15610226SID,9,106414.57,2,0,0,0,0,1,0,0
Chao,1,42,119747.08,5,0,A15616270SID,4,106920.91,1,0,1,0,0,0,0,0
Osinachi,1,35,160387.98,1,0,A15790717SID,7,119827.49379288737,2,1,0,0,1,0,0,0
Chu,0,39,193715.0,1,0,A15635703SID,1,131513.26,1,1,1,0,1,0,0,0
Obiuto,0,53,28045.77,3,0,A15616365SID,2,119827.49379288737,2,1,0,0,0,1,0,0
Chu,1,40,150757.35,2,0,A15630244SID,10,134320.23,2,1,0,1,0,0,0,0
Nash,0,29,82252.28,4,0,A15734714SID,3,79715.36,1,1,0,0,0,0,1,0
Hixson,0,38,154395.56,6,0,A15721433SID,4,74306.19,2,1,0,0,0,0,0,1
Fiorentini,0,50,83866.35,4,1,A15590201SID,5,119827.49379288737,4,1,1,0,0,0,1,0
Chidimma,1,42,39830.1,1,0,A15590828SID,7,126428.38,1,1,0,0,1,0,0,0
Chiazagomekpere,1,38,12429.22,4,0,A15752097SID,8,99640.89,1,1,0,0,0,0,1,0
Laura,1,43,18772.5,3,1,A15800031SID,3,66338.68,1,1,1,0,0,1,0,0
Wu,0,39,9574.83,1,0,A15630857SID,6,119827.49379288737,2,1,1,0,1,0,0,0
Toscani,1,43,188486.94,3,0,A15689953SID,10,128226.37,1,0,0,0,0,1,0,0
McMillan,0,26,64716.08,3,0,A15759733SID,5,119827.49379288737,2,1,1,0,0,1,0,0
Chiekwugo,1,36,84749.96,5,0,A15810826SID,6,119827.49379288737,2,0,0,0,0,0,0,0
Hendley,1,37,180551.76,1,0,A15668009SID,1,119827.49379288737,2,0,1,0,1,0,0,0
Birnie,0,32,60907.49,3,0,A15743456SID,10,119827.49379288737,2,1,0,0,0,1,0,0
Kemp,1,24,174107.04,6,0,A15725762SID,4,122168.65,1,1,0,0,0,0,0,1
Johnstone,0,43,110405.9,1,0,A15761713SID,7,178074.33,1,0,0,0,1,0,0,0
Lo Duca,1,59,187636.06,2,1,A15769246SID,2,135078.41,1,1,0,1,0,0,0,0
Montgomery,1,38,66580.13,1,1,A15781129SID,8,69434.4,2,1,1,0,1,0,0,0
Miller,0,29,178779.52,3,0,A15599124SID,5,119827.49379288737,2,1,0,0,0,1,0,0
Chiemezie,1,72,70783.61,2,0,A15639004SID,2,119827.49379288737,2,1,1,1,0,0,0,0
Wright,1,34,46772.36,2,0,A15810995SID,3,122726.56,1,1,1,1,0,0,0,0
Shaw,0,38,163327.27,3,0,A15653773SID,7,164496.99,1,1,1,0,0,1,0,0
Chapman,0,38,103760.53,4,0,A15708357SID,8,119827.49379288737,1,1,0,0,0,0,1,0
Y?an,0,41,107839.03,1,0,A15733597SID,0,150219.41,2,0,0,0,1,0,0,0
Clark,1,42,32900.41,4,1,A15789560SID,8,187534.79,1,1,1,0,0,0,1,0
Howells,0,30,193984.6,1,0,A15699524SID,3,119827.49379288737,1,1,0,0,1,0,0,0
Gamble,1,30,140889.32,4,0,A15626475SID,2,119827.49379288737,2,1,1,0,0,0,1,0
Rogers,1,34,125646.82,3,0,A15810839SID,0,103108.17,1,0,0,0,0,1,0,0
McMillan,0,50,20344.02,1,0,A15684318SID,6,96486.57,2,1,1,0,1,0,0,0
Brown,1,36,174268.87,2,0,A15768120SID,9,90560.48,2,1,0,1,0,0,0,0
Robertson,1,46,108500.66,5,1,A15712807SID,3,131764.96,1,1,1,0,0,0,0,0
Thomas,0,24,83247.14,3,0,A15696371SID,1,92476.88,1,0,0,0,0,1,0,0
Hsing,1,47,121840.2,2,1,A15675794SID,9,152076.93,1,1,0,1,0,0,0,0
Chiu,1,43,132908.07,1,0,A15774277SID,2,119827.49379288737,2,1,1,0,1,0,0,0
Chang,1,49,100075.1,1,1,A15603764SID,4,119827.49379288737,1,1,1,0,1,0,0,0
Kornilova,1,29,119327.75,3,0,A15618647SID,1,43504.42,1,1,1,0,0,1,0,0
Chifo,0,39,136737.13,5,0,A15614643SID,2,119827.49379288737,2,1,0,0,0,0,0,0
Lu,0,28,22356.97,5,0,A15707696SID,5,119827.49379288737,2,1,1,0,0,0,0,0
Bellucci,0,38,10137.34,4,1,A15749583SID,2,93569.86,3,0,0,0,0,0,1,0
Michael,1,45,158379.25,1,0,A15815125SID,4,102486.21,2,1,1,0,1,0,0,0
Sinclair,1,36,94570.56,3,0,A15779620SID,1,119827.49379288737,1,0,1,0,0,1,0,0
Chukwuebuka,1,37,980.93,5,1,A15768233SID,8,114346.3,1,0,1,0,0,0,0,0
Schmidt,1,23,95583.45,5,0,A15637788SID,3,110203.77,1,1,0,0,0,0,0,0
Parry,0,39,86044.98,5,0,A15777046SID,9,128362.59,1,1,0,0,0,0,0,0
McIntyre,0,49,166236.38,3,1,A15788723SID,10,143888.22,2,1,1,0,0,1,0,0
Lo Duca,1,34,5240.53,4,0,A15790489SID,5,170600.78,1,0,1,0,0,0,1,0
Ferrari,0,32,150684.23,5,0,A15739476SID,5,119827.49379288737,1,1,1,0,0,0,0,0
Berry,0,46,129508.96,4,0,A15612670SID,10,119827.49379288737,2,1,1,0,0,0,1,0
Cattaneo,0,39,70665.16,3,0,A15631222SID,2,75339.64,1,1,1,0,0,1,0,0
Foster,0,40,102085.35,3,0,A15658972SID,8,122038.34,1,1,0,0,0,1,0,0
Gordon,1,34,195052.12,4,0,A15724691SID,1,119827.49379288737,2,1,1,0,0,0,1,0
May,1,51,93739.71,1,1,A15740442SID,8,186825.57,1,1,0,0,1,0,0,0
Cameron,1,40,65612.12,1,0,A15760427SID,6,124788.18,1,1,0,0,1,0,0,0
Ch'eng,0,41,160095.48,5,0,A15677939SID,3,119827.49379288737,2,1,1,0,0,0,0,0
Curtis,0,71,49506.82,2,0,A15611599SID,2,119827.49379288737,2,1,1,1,0,0,0,0
Whitehead,1,51,92406.22,6,0,A15633474SID,2,138553.57,1,1,1,0,0,0,0,1
Chukwuemeka,1,39,7415.96,2,0,A15671973SID,5,119827.49379288737,2,1,1,1,0,0,0,0
Onwughara,1,35,25059.06,2,0,A15790019SID,9,105387.89,1,1,1,1,0,0,0,0
Grant,1,40,116816.54,6,1,A15737735SID,4,95053.1,1,1,1,0,0,0,0,1
Browne,1,36,144078.02,2,0,A15661745SID,3,119827.49379288737,1,0,1,1,0,0,0,0
Goloubev,0,32,126675.62,5,0,A15797065SID,0,119827.49379288737,2,0,1,0,0,0,0,0
Gordon,1,34,183682.09,2,0,A15710671SID,3,137361.96,1,0,0,1,0,0,0,0
Sutherland,1,32,166850.57,6,0,A15656522SID,10,158537.42,1,1,0,0,0,0,0,1
Quesada,0,29,27359.19,1,0,A15705085SID,9,119827.49379288737,2,1,0,0,1,0,0,0
Wright,0,48,101314.65,4,1,A15744873SID,5,143595.87,1,0,0,0,0,0,1,0
Simmons,1,32,27979.16,5,0,A15781914SID,9,169947.41,2,1,1,0,0,0,0,0
Yobachukwu,0,24,109470.34,3,0,A15637354SID,7,148167.83,2,1,1,0,0,1,0,0
Read,1,31,93713.13,1,0,A15717307SID,5,119827.49379288737,2,1,0,0,1,0,0,0
Wunder,0,39,74870.99,6,0,A15746695SID,6,48023.83,1,1,0,0,0,0,0,1
Nnaife,1,36,192387.51,5,1,A15804962SID,1,155655.46,1,1,1,0,0,0,0,0
Shen,0,46,73457.55,5,0,A15665378SID,6,119827.49379288737,2,1,0,0,0,0,0,0
Powell,1,62,61120.75,3,0,A15757865SID,7,119827.49379288737,2,1,1,0,0,1,0,0
Goddard,0,52,90964.54,4,1,A15578787SID,4,119827.49379288737,1,1,0,0,0,0,1,0
Buckley,1,32,116969.73,6,0,A15794323SID,8,121240.76,1,1,0,0,0,0,0,1
McIntyre,0,36,92118.75,4,0,A15697546SID,3,119827.49379288737,2,1,0,0,0,0,1,0
Yen,0,37,48357.9,3,0,A15629519SID,1,119827.49379288737,2,1,1,0,0,1,0,0
Okonkwo,1,35,197325.4,3,0,A15624703SID,9,129847.75,2,1,0,0,0,1,0,0
Burlingame,0,55,135853.62,4,1,A15570002SID,8,118772.71,4,0,0,0,0,0,1,0
Hs?,1,46,169122.54,1,0,A15808566SID,2,119827.49379288737,2,1,1,0,1,0,0,0
Board,1,32,164170.46,5,0,A15805463SID,2,105163.88,2,1,1,0,0,0,0,0
Adams,1,28,199909.32,1,0,A15709136SID,8,119827.49379288737,2,1,1,0,1,0,0,0
Rizzo,0,39,83295.09,6,0,A15801605SID,0,119827.49379288737,2,1,1,0,0,0,0,1
Chukwufumnanya,0,29,39382.06,6,0,A15567855SID,1,119827.49379288737,2,0,0,0,0,0,0,1
Fraser,0,35,184748.23,6,0,A15675141SID,4,93934.63,1,1,0,0,0,0,0,1
Russell,0,69,62280.91,5,0,A15665759SID,5,117866.92,1,1,1,0,0,0,0,0
Yefimova,0,55,196794.11,2,1,A15761487SID,5,119827.49379288737,1,0,1,1,0,0,0,0
Palermo,0,26,144682.17,4,1,A15700394SID,4,122857.46,2,1,0,0,0,0,1,0
Bergamaschi,1,32,196342.66,3,0,A15631162SID,10,119827.49379288737,2,0,1,0,0,1,0,0
Shao,0,37,41516.44,1,0,A15630641SID,6,127103.97,1,1,1,0,1,0,0,0
Chimaraoke,0,43,112026.1,2,1,A15585066SID,1,119827.49379288737,1,0,1,1,0,0,0,0
McGregor,1,54,52035.29,6,1,A15722991SID,9,96402.96,1,0,0,0,0,0,0,1
Kesteven,1,31,185466.85,1,0,A15737404SID,1,132512.26,1,1,1,0,1,0,0,0
Ritchie,1,47,80149.27,1,0,A15722409SID,8,107604.66,1,1,1,0,1,0,0,0
Jenks,1,34,170980.86,2,0,A15806420SID,9,119827.49379288737,2,1,0,1,0,0,0,0
Udokamma,1,38,185827.74,2,0,A15658148SID,7,119827.49379288737,2,1,0,1,0,0,0,0
Boyle,1,34,113407.26,1,0,A15810660SID,4,120875.23,2,0,1,0,1,0,0,0
Azuka,0,37,67734.79,1,0,A15709780SID,9,71786.9,2,1,1,0,1,0,0,0
Pai,0,37,3363.36,6,0,A15727350SID,8,113143.12,1,0,0,0,0,0,0,1
Howells,1,49,135757.27,2,0,A15752312SID,1,150777.72,2,1,1,1,0,0,0,0
Hs?,1,35,22314.55,1,0,A15616745SID,2,174894.53,1,1,1,0,1,0,0,0
Kelly,1,28,129526.57,6,0,A15572294SID,7,119827.49379288737,1,0,0,0,0,0,0,1
Walton,0,43,37266.43,1,0,A15674110SID,2,160416.56,1,0,1,0,1,0,0,0
Ebelechukwu,1,48,60017.46,5,1,A15662501SID,3,91246.53,1,1,0,0,0,0,0,0
Vasilieva,1,46,153015.42,6,0,A15649239SID,10,119827.49379288737,2,1,0,0,0,0,0,1
Hsiao,0,35,54209.02,3,0,A15700424SID,5,119827.49379288737,1,1,1,0,0,1,0,0
Abrego,0,23,114603.96,6,0,A15636388SID,7,98775.23,1,1,0,0,0,0,0,1
Gibson,0,47,165849.49,4,1,A15713975SID,10,139756.12,1,1,0,0,0,0,1,0
Giordano,1,42,16392.72,4,1,A15592925SID,3,177626.77,3,0,1,0,0,0,1,0
Mancini,1,54,162719.69,6,1,A15581626SID,8,119827.49379288737,1,1,1,0,0,0,0,1
Afanasyeva,1,50,107112.25,2,1,A15641319SID,4,119827.49379288737,1,0,0,1,0,0,0,0
Wright,1,42,41823.22,6,0,A15723481SID,8,119827.49379288737,2,0,1,0,0,0,0,1
Okwudiliolisa,1,37,99907.29,5,0,A15787825SID,6,152496.82,1,1,1,0,0,0,0,0
Hughes,1,52,178229.04,2,0,A15710726SID,8,119827.49379288737,2,0,1,1,0,0,0,0
Parrott,1,26,22095.73,5,0,A15627195SID,1,112930.28,2,1,0,0,0,0,0,0
Hughes,0,26,197861.16,4,1,A15657957SID,8,113674.2,1,1,0,0,0,0,1,0
Zinachukwudi,1,44,138328.24,2,0,A15676117SID,9,119827.49379288737,1,1,0,1,0,0,0,0
Keane,1,38,137276.83,2,0,A15607874SID,0,144450.58,1,0,1,1,0,0,0,0
McCollum,1,52,21834.4,3,1,A15796993SID,1,171236.3,2,0,0,0,0,1,0,0
Simpson,1,37,119890.86,4,0,A15649858SID,9,96776.49,1,1,1,0,0,0,1,0
Gambrell,0,58,24564.7,1,0,A15811032SID,8,145984.92,1,1,1,0,1,0,0,0
Moretti,1,43,10209.8,2,0,A15679963SID,8,96353.8,1,0,0,1,0,0,0,0
Ricci,1,25,83449.65,2,0,A15579131SID,7,119827.49379288737,2,1,1,1,0,0,0,0
Rieke,0,33,81508.1,1,0,A15572428SID,0,115777.23,1,1,1,0,1,0,0,0
Ndubuagha,0,51,32626.21,4,0,A15622461SID,7,122822.0,2,0,0,0,0,0,1,0
Chung,1,61,43982.41,3,0,A15636105SID,2,119827.49379288737,2,1,1,0,0,1,0,0
Ts'ai,1,40,124874.23,4,0,A15583849SID,3,119827.49379288737,2,0,0,0,0,0,1,0
Cox,0,32,118324.75,3,0,A15718780SID,4,79450.09,1,1,1,0,0,1,0,0
Lei,1,33,22113.93,3,0,A15739271SID,2,122394.0,1,1,1,0,0,1,0,0
Ulyanova,0,43,31962.77,6,0,A15697129SID,1,119827.49379288737,2,1,0,0,0,0,0,1
Gray,1,41,105746.94,4,0,A15763415SID,0,134378.89,1,1,1,0,0,0,1,0
McGregor,1,29,39925.52,1,0,A15796617SID,2,119827.49379288737,2,1,0,0,1,0,0,0
Tretiakova,0,31,127630.88,4,0,A15626628SID,2,88161.85,2,1,0,0,0,0,1,0
Genovesi,1,41,28778.98,5,0,A15765857SID,2,142412.13,1,1,0,0,0,0,0,0
Gordon,1,35,10008.68,3,0,A15742511SID,3,121030.9,1,1,0,0,0,1,0,0
Aitken,0,35,24482.16,3,0,A15786433SID,3,165982.43,2,1,1,0,0,1,0,0
Ginikanwa,0,35,98618.79,4,0,A15685805SID,6,119827.49379288737,2,1,0,0,0,0,1,0
Coates,0,32,16281.94,6,0,A15627971SID,8,206663.75,1,0,0,0,0,0,0,1
Piazza,1,37,121239.65,1,0,A15783025SID,3,94661.53,2,1,0,0,1,0,0,0
Cawood,1,25,42669.37,4,0,A15726289SID,0,174400.36,1,1,0,0,0,0,1,0
Ignatieff,1,41,164924.11,5,0,A15802118SID,7,123428.69,1,1,1,0,0,0,0,0
Gallo,1,43,157337.29,4,0,A15607990SID,6,175735.5,1,1,1,0,0,0,1,0
Yelverton,1,36,153831.6,1,0,A15695932SID,5,78381.13,1,0,1,0,1,0,0,0
William,1,37,168781.8,1,0,A15812279SID,5,115345.86,2,0,0,0,1,0,0,0
Mault,0,31,168469.65,4,0,A15687558SID,10,118613.34,1,1,0,0,0,0,1,0
Mackay,1,28,170829.87,5,0,A15729065SID,2,109960.06,2,1,1,0,0,0,0,0
McIntyre,0,42,86207.49,4,1,A15698902SID,1,142703.4,1,1,0,0,0,0,1,0
Henry,0,40,61164.45,1,0,A15570192SID,8,121729.42,1,0,0,0,1,0,0,0
Kao,0,35,133287.73,2,0,A15809265SID,4,119827.49379288737,1,1,1,1,0,0,0,0
Frewin,0,43,77128.23,2,0,A15745201SID,4,139496.35,2,1,1,1,0,0,0,0
Yefremova,1,28,77660.03,4,0,A15580623SID,8,119827.49379288737,2,0,0,0,0,0,1,0
Anenechukwu,1,32,56897.1,1,0,A15578156SID,5,138521.83,1,1,1,0,1,0,0,0
Trentino,0,33,72945.32,5,0,A15631063SID,2,119827.49379288737,2,1,0,0,0,0,0,0
Tomlinson,0,38,45418.12,1,0,A15692577SID,10,83727.68,1,1,0,0,1,0,0,0
Royston,0,38,158527.45,3,0,A15810910SID,9,119827.49379288737,2,1,1,0,0,1,0,0
Cremonesi,1,37,111312.96,1,0,A15723217SID,9,119827.49379288737,1,1,0,0,1,0,0,0
Yeh,1,32,138759.15,5,0,A15733111SID,6,124179.3,1,1,1,0,0,0,0,0
Ch'in,1,36,190588.59,4,0,A15610727SID,7,128829.25,1,1,0,0,0,0,1,0
Martinez,1,33,79099.64,1,0,A15792720SID,6,171490.78,1,0,0,0,1,0,0,0
Wearing,1,33,138613.21,4,0,A15723153SID,3,119827.49379288737,2,1,0,0,0,0,1,0
Maclean,0,38,194230.82,1,0,A15802823SID,7,119827.49379288737,2,1,1,0,1,0,0,0
T'ao,1,20,110252.53,5,0,A15756118SID,8,119827.49379288737,1,1,0,0,0,0,0,0
Rose,1,31,106117.3,3,0,A15684934SID,9,119827.49379288737,2,1,1,0,0,1,0,0
Whitworth,1,40,169642.13,3,1,A15776936SID,7,160818.08,1,0,1,0,0,1,0,0
Suttor,1,54,116179.92,5,0,A15729087SID,9,156367.6,2,0,1,0,0,0,0,0
Hsing,0,59,91.75,4,1,A15786463SID,8,121669.93,2,0,0,0,0,0,1,0
Boni,1,42,187839.9,1,0,A15717498SID,6,133970.22,2,0,1,0,1,0,0,0
Marshall,1,41,121098.65,2,0,A15718406SID,3,119827.49379288737,2,1,0,1,0,0,0,0
Catchpole,0,34,30972.06,3,0,A15799468SID,3,96127.27,1,0,0,0,0,1,0,0
Tang,1,60,30314.04,3,0,A15626383SID,7,121907.97,1,0,1,0,0,1,0,0
Siddons,1,41,14479.29,5,0,A15597385SID,5,119827.49379288737,2,0,1,0,0,0,0,0
Wan,1,31,196395.25,5,0,A15570271SID,6,119827.49379288737,1,1,1,0,0,0,0,0
Efimov,0,40,19512.38,4,0,A15690330SID,8,77701.64,1,0,1,0,0,0,1,0
Rose,1,67,72318.77,3,0,A15680611SID,9,119827.49379288737,3,1,1,0,0,1,0,0
Fanucci,1,34,96615.23,1,0,A15810227SID,2,119827.49379288737,2,1,1,0,1,0,0,0
Iweobiegbulam,1,34,30772.22,3,0,A15807194SID,5,113922.44,2,1,0,0,0,1,0,0
Ijendu,0,61,161217.18,3,0,A15712199SID,2,183997.7,2,1,1,0,0,1,0,0
O'Sullivan,1,23,66795.78,1,0,A15694995SID,2,119827.49379288737,2,0,1,0,1,0,0,0
Hutchinson,1,28,123969.64,6,0,A15723400SID,4,119827.49379288737,2,1,1,0,0,0,0,1
Kwemto,0,47,13783.77,5,1,A15654772SID,6,89799.46,2,0,1,0,0,0,0,0
Chiu,1,29,168924.41,3,0,A15574743SID,2,119827.49379288737,1,1,1,0,0,1,0,0
Berry,0,36,134778.01,1,0,A15807593SID,7,85660.96,1,0,0,0,1,0,0,0
Hung,1,37,119782.89,6,0,A15686718SID,9,115569.21,1,0,1,0,0,0,0,1
Mordvinova,0,45,52167.97,5,0,A15695299SID,2,81828.22,1,1,0,0,0,0,0,0
Bruno,1,18,167689.56,3,0,A15722701SID,1,132694.73,1,1,0,0,0,1,0,0
Arbour,1,51,140800.66,1,1,A15799635SID,2,108867.0,1,0,0,0,1,0,0,0
Barese,1,39,19823.02,3,0,A15742323SID,7,119827.49379288737,2,1,0,0,0,1,0,0
Hingston,0,27,72969.9,2,0,A15658435SID,5,119827.49379288737,2,0,0,1,0,0,0,0
Davis,1,34,143711.02,6,0,A15586029SID,2,96152.68,2,1,0,0,0,0,0,1
Lawrence,0,49,180862.26,5,1,A15772337SID,0,153855.52,1,1,1,0,0,0,0,0
Chung,1,45,125658.28,1,0,A15807555SID,2,119827.49379288737,2,1,0,0,1,0,0,0
Padovano,0,36,125870.5,3,0,A15603378SID,3,141334.95,1,0,1,0,0,1,0,0
Blinova,1,41,15126.32,1,1,A15792862SID,1,104584.11,1,1,0,0,1,0,0,0
Carter,0,50,22457.25,4,1,A15657349SID,8,98173.02,1,0,0,0,0,0,1,0
